Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Kecamatan,Page
"1,35 Miliar",4,2,2,LT : 138 m²,LB : 100 m²,Cilodong,934
40 Miliar,7,5,5,LT : 3935 m²,LB : 1000 m²,Cinere,934
"12,5 Miliar",4,5,2,LT : 1080 m²,LB : 475 m²,Cinere,934
"15,3 Miliar Total",LT:1800 m²,,,,,Pancoran Mas,934
747 Juta,2,2,2,LT : 63 m²,LB : 51 m²,Cimanggis,934
"1,6 Miliar",3,2,2,LT : 82 m²,LB : 110 m²,Harjamukti,934
"1,9 Miliar",3,2,LT:90 m²,LB : 90 m²,,Sawangan,934
10 Miliar,1,1,1,LT : 1131 m²,LB : 600 m²,Kukusan,934
590 Juta,2,1,1,LT : 68 m²,LB : 39 m²,Cipayung,934
350 Juta,1,1,LB:25 m²,,,Margonda,934
"45,7 Miliar Total",LT:9146 m²,,,,,Depok I,934
"1,88 Miliar",3,3,2,LT : 144 m²,LB : 150 m²,Sawangan,934
884 Juta,3,2,1,LT : 100 m²,LB : 70 m²,Cilodong,934
890 Juta,3,2,1,LT : 64 m²,LB : 80 m²,Cilodong,934
850 Juta,3,2,2,LT : 65 m²,LB : 69 m²,Cilodong,934
900 Juta,3,3,LT:152 m²,LB : 90 m²,,Sawangan,934
625 Juta,2,2,2,LT : 53 m²,LB : 50 m²,Citayam,934
360 Juta Total,LT:120 m²,,,,,Sawangan,934
860 Juta,3,2,1,LT : 54 m²,LB : 80 m²,Krukut,935
858 Juta,3,2,1,LT : 55 m²,LB : 82 m²,Krukut,935
"1,45 Miliar",3,3,2,LT : 90 m²,LB : 83 m²,Krukut,935
980 Juta,4,2,1,LT : 70 m²,LB : 80 m²,Cilodong,935
3 Miliar,4,4,2,LT : 500 m²,LB : 209 m²,Sawangan,935
3 Miliar,3,4,2,LT : 155 m²,LB : 222 m²,Cilodong,935
3 Miliar,4,4,LT:200 m²,LB : 225 m²,,Margonda,935
"2,25 Miliar",4,2,2,LT : 278 m²,LB : 193 m²,Cimanggis,935
"2,5 Miliar",4,3,LT:180 m²,LB : 310 m²,,Sukmajaya,935
875 Juta,3,2,1,LT : 60 m²,LB : 70 m²,Tugu,935
"6,5 Miliar",40,20,1,LT : 300 m²,LB : 500 m²,Beji,935
360 Juta Total,LT:120 m²,,,,,Sawangan,935
"6,75 Miliar",5,4,3,LT : 500 m²,LB : 500 m²,Cibubur,935
350 Juta,2,1,LB:35 m²,,,Cimanggis,935
"3,5 Miliar",13,12,1,LT : 127 m²,LB : 180 m²,Bojong Sari,935
"2,7 Miliar",3,1,LT:112 m²,LB : 126 m²,,Depok I,935
500 Juta,2,1,1,LT : 59 m²,LB : 45 m²,Cipayung,935
16 Miliar Total,LT:1628 m²,,,,,Cinere,935
500 Juta,1,LB:23 m²,,,,Margonda,935
"2,2 Miliar Total",3,LT:68 m²,LB:199 m²,,,Cinere,935
1 Miliar,4,3,1,LT : 65 m²,LB : 75 m²,Cinere,936
"3,9 Miliar",4,3,2,LT : 300 m²,LB : 250 m²,Cinere,936
20 Miliar Total,LT:4000 m²,,,,,Sawangan,936
"5,5 Miliar",25,25,5,LT : 485 m²,LB : 420 m²,Beji,936
"2,1 Miliar",29,29,LT:503 m²,LB : 383 m²,,Pancoran Mas,936
835 Juta,3,2,2,LT : 60 m²,LB : 57 m²,Sukmajaya,936
"1,3 Miliar",4,3,1,LT : 90 m²,LB : 112 m²,Cibubur,936
"2,1 Miliar",29,29,LT:503 m²,LB : 383 m²,,Pancoran Mas,936
900 Juta,2,1,LT:83 m²,LB : 60 m²,,Sukmajaya,936
695 Juta,3,2,2,LT : 60 m²,LB : 60 m²,Cilodong,936
"2,5 Miliar",5,4,2,LT : 200 m²,LB : 180 m²,Sawangan,936
500 Juta,2,1,2,LT : 64 m²,LB : 40 m²,Cimanggis,936
500 Juta,2,1,2,LT : 75 m²,LB : 36 m²,Cimanggis,936
750 Juta,2,1,1,LT : 83 m²,LB : 75 m²,Depok II,936
"13,4 Miliar Total",LT:672 m²,,,,,Cisalak,936
"6,5 Miliar",7,3,LT:500 m²,LB : 350 m²,,Cinere,936
"94,5 Miliar Total",LT:27000 m²,,,,,Beji,936
899 Juta,3,2,2,LT : 60 m²,LB : 57 m²,Sukmajaya,936
"1,05 Miliar",4,3,2,LT : 80 m²,LB : 120 m²,Sukmajaya,936
560 Juta,2,2,1,LT : 42 m²,LB : 53 m²,Cilodong,936
650 Juta,2,1,1,LT : 60 m²,LB : 46 m²,Cilodong,937
"3,2 Miliar",3,2,LT:178 m²,LB : 156 m²,,Pangkalan Jati,937
865 Juta,3,2,1,LT : 59 m²,LB : 85 m²,Cilodong,937
"9,5 Miliar",3,3,2,LT : 600 m²,LB : 387 m²,Cinere,937
"3,5 Miliar",4,3,4,LT : 319 m²,LB : 150 m²,Beji,937
230 Juta,1,LB:24 m²,,,,Margonda,937
190 Juta,1,LB:20 m²,,,,Margonda,937
"8,5 Miliar Total",4,LT:222 m²,LB:480 m²,,,Cisalak,937
380 Juta,2,1,1,LT : 60 m²,LB : 36 m²,Pasir Putih,937
"3,7 Miliar",4,2,4,LT : 400 m²,LB : 100 m²,Depok I,937
350 Juta,2,1,1,LT : 72 m²,LB : 45 m²,Cinangka,937
675 Juta,1,1,LB:25 m²,,,Margonda,937
"1,7 Miliar",3,3,2,LT : 98 m²,LB : 95 m²,Limo,937
"3,5 Miliar",13,12,1,LT : 127 m²,LB : 180 m²,Bojong Sari,937
"70,3 Miliar Total",LT:14052 m²,,,,,Depok I,937
22 Miliar Total,LT:3105 m²,,,,,Limo,937
3 Miliar,4,4,2,LT : 200 m²,LB : 150 m²,Beji,937
900 Juta,3,2,2,LT : 84 m²,LB : 100 m²,Cibubur,937
798 Juta,2,1,LT:84 m²,LB : 48 m²,,Pancoran Mas,937
675 Juta,2,1,2,LT : 85 m²,LB : 60 m²,Cilodong,937
700 Juta,2,1,1,LT : 62 m²,LB : 50 m²,Bojong Sari,938
700 Juta,2,1,1,LT : 62 m²,LB : 50 m²,Bojong Sari,938
"1,6 Miliar",3,3,2,LT : 87 m²,LB : 100 m²,Harjamukti,938
700 Juta,2,1,1,LT : 62 m²,LB : 50 m²,Bojong Sari,938
"1,6 Miliar",3,3,2,LT : 89 m²,LB : 100 m²,Harjamukti,938
"1,6 Miliar",3,3,2,LT : 90 m²,LB : 100 m²,Cimanggis,938
450 Juta,2,2,1,LT : 44 m²,LB : 60 m²,Citayam,938
"1,6 Miliar",3,2,1,LT : 94 m²,LB : 89 m²,Cimanggis,938
"1,39 Miliar",2,2,LT:100 m²,LB : 90 m²,,Beji,938
"2,1 Miliar",3,3,LT:120 m²,LB : 138 m²,,Harjamukti,938
550 Juta,2,3,1,LT : 60 m²,LB : 40 m²,Sawangan,938
550 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Sawangan,938
175 Juta,2,1,LT:35 m²,LB : 32 m²,,Citayam,938
"4,5 Miliar",5,3,4,LT : 493 m²,LB : 338 m²,Gandul,938
545 Juta,1,1,LB:33 m²,,,Margonda,938
"2,4 Miliar Total",LT:642 m²,,,,,Sawangan,938
220 Juta,1,1,LB:20 m²,,,Margonda,938
190 Juta,1,1,LB:20 m²,,,Margonda,938
185 Juta,1,1,LB:18 m²,,,Margonda,938
"2,3 Miliar Total",LT:276 m²,,,,,Cinere,938
"2,3 Miliar",3,3,1,LT : 150 m²,LB : 166 m²,Cilodong,939
"6,08 Miliar",4,3,LT:435 m²,LB : 290 m²,,Cinere,939
"2,21 Miliar",4,2,LT:84 m²,LB : 125 m²,,Cinere,939
"2,99 Miliar",5,5,LT:80 m²,LB : 200 m²,,Cinere,939
"2,66 Miliar",4,4,LT:105 m²,LB : 120 m²,,Cinere,939
"1,88 Miliar",2,2,LT:87 m²,LB : 96 m²,,Cinere,939
"3,21 Miliar",4,3,LT:180 m²,LB : 284 m²,,Cinere,939
"2,55 Miliar",3,3,LT:84 m²,LB : 160 m²,,Cinere,939
"2,55 Miliar",4,1,LT:207 m²,LB : 200 m²,,Cinere,939
"2,44 Miliar",3,2,LT:136 m²,LB : 200 m²,,Cinere,939
"2,77 Miliar",5,4,LT:84 m²,LB : 201 m²,,Cinere,939
"1,72 Miliar",3,2,LT:68 m²,LB : 108 m²,,Cinere,939
"2,5 Miliar",6,4,2,LT : 389 m²,LB : 500 m²,Limo,939
"1,5 Miliar Total",LT:764 m²,,,,,Tapos,939
"2,4 Miliar Total",LT:67 m²,LB:180 m²,,,,Pancoran Mas,939
775 Juta,2,1,7,LT : 173 m²,LB : 50 m²,Cipayung,939
868 Juta,3,2,2,LT : 84 m²,LB : 68 m²,Sawangan,939
978 Juta,3,3,2,LT : 84 m²,LB : 80 m²,Sawangan,939
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,939
650 Juta,3,1,LT:112 m²,LB : 50 m²,,Cisalak,939
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,940
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,940
"1,35 Miliar",4,4,1,LT : 92 m²,LB : 98 m²,Cinere,940
"2,75 Miliar",7,2,3,LT : 205 m²,LB : 150 m²,Cibubur,940
"3,6 Miliar",4,5,2,LT : 200 m²,LB : 200 m²,Cinere,940
250 Juta,1,1,LB:21 m²,,,Pancoran Mas,940
14 Miliar Total,LT:829 m²,,,,,Margonda,940
1 Miliar,3,1,1,LT : 144 m²,LB : 120 m²,Cibubur,940
3 Miliar Total,9,LT:204 m²,LB:576 m²,,,Cibubur,940
"4,3 Miliar",3,3,2,LT : 225 m²,LB : 300 m²,Cinere,940
300 Juta,1,1,LT:29 m²,LB : 30 m²,,Depok II,940
375 Juta,2,1,LT:60 m²,LB : 42 m²,,Citayam,940
475 Juta Total,LT:82 m²,,,,,Sawangan,940
"1,27 Miliar",2,2,2,LT : 98 m²,LB : 60 m²,Limo,940
"2,67 Miliar",10,10,1,LT : 70 m²,LB : 190 m²,Beji,940
3 Miliar,3,2,1,LT : 180 m²,LB : 198 m²,Cinere,940
"1,8 Miliar",3,2,1,LT : 202 m²,LB : 100 m²,Krukut,940
"1,5 Miliar",4,1,1,LT : 90 m²,LB : 144 m²,Limo,940
"2,95 Miliar",3,2,1,LT : 180 m²,LB : 198 m²,Cinere,940
"1,55 Miliar",2,2,1,LT : 89 m²,LB : 50 m²,Cinere,940
"5,9 Miliar",4,3,5,LT : 500 m²,LB : 350 m²,Limo,941
"1,55 Miliar",3,3,1,LT : 120 m²,LB : 160 m²,Cinere,941
"1,35 Miliar",3,3,1,LT : 182 m²,LB : 104 m²,Cinere,941
"5,2 Miliar",4,3,2,LT : 300 m²,LB : 245 m²,Cinere,941
9 Miliar,3,2,3,LT : 570 m²,LB : 270 m²,Cinere,941
"2,9 Miliar Total",3,LT:57 m²,LB:197 m²,,,Margonda,941
850 Juta,2,1,1,LT : 80 m²,LB : 45 m²,Limo,941
"4,5 Miliar",4,4,3,LT : 477 m²,LB : 250 m²,Pangkalan Jati,941
777 Juta,3,2,1,LT : 45 m²,LB : 50 m²,Pancoran Mas,941
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Cilangkap,941
"1,7 Miliar",3,3,2,LT : 81 m²,LB : 161 m²,Cinere,941
554 Juta,3,1,1,LT : 91 m²,LB : 36 m²,Cipayung,941
2 Miliar Total,LT:302 m²,,,,,Cimanggis,941
"6,5 Miliar",22,5,7,LT : 660 m²,LB : 500 m²,Pangkalan Jati,941
"4,2 Miliar",2,2,1,LT : 320 m²,LB : 264 m²,Depok I,941
750 Juta,2,2,1,LT : 90 m²,LB : 90 m²,Cinere,941
5 Miliar Total,LT:1250 m²,,,,,Beji,941
"1,9 Miliar",3,3,2,LT : 109 m²,LB : 137 m²,Beji,941
"2,49 Miliar",3,3,1,LT : 120 m²,LB : 180 m²,Cinere,941
135 Juta,3,2,1,LT : 72 m²,LB : 70 m²,Cilodong,941
"2,8 Miliar",3,3,1,LT : 150 m²,LB : 220 m²,Cinere,942
"4,5 Miliar Total",5,LT:200 m²,LB:250 m²,,,Pancoran Mas,942
"4,7 Miliar Total",LT:375 m²,,,,,Cinere,942
"1,49 Miliar",4,2,2,LT : 89 m²,LB : 80 m²,Cinere,942
2 Miliar,3,2,1,LT : 170 m²,LB : 150 m²,Cinere,942
9 Miliar,4,4,LT:931 m²,LB : 346 m²,,Cinere,942
"1,75 Miliar",3,2,1,LT : 105 m²,LB : 200 m²,Cinere,942
"6,6 Miliar",4,5,1,LT : 1457 m²,LB : 208 m²,Bojong Sari,942
415 Juta,1,LB:40 m²,,,,Cinere,942
"4,3 Miliar",6,4,1,LT : 300 m²,LB : 400 m²,Cinere,942
152 Miliar Total,5,LT:25077 m²,LB:9636 m²,,,Cimanggis,942
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,942
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,942
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,942
670 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,942
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Cipayung,942
"2,85 Miliar Total",2,LT:164 m²,LB:98 m²,,,Cimanggis,942
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Cibubur,942
"2,9 Miliar Total",4,LT:99 m²,LB:300 m²,,,Margonda,942
1 Miliar,4,2,LT:90 m²,LB : 225 m²,,Cilodong,942
"1,8 Miliar",4,2,LT:110 m²,LB : 127 m²,,Cinere,943
"3,2 Miliar",4,5,LT:120 m²,LB : 240 m²,,Tirtajaya,943
"1,95 Miliar",3,3,LT:90 m²,LB : 105 m²,,Cinere,943
"1,55 Miliar",2,2,LT:64 m²,LB : 87 m²,,Cinere,943
13 Miliar Total,2,LT:1982 m²,LB:600 m²,,,Cimanggis,943
"1,5 Miliar",3,2,LT:165 m²,LB : 70 m²,,Pancoran Mas,943
"2,2 Miliar",6,5,LT:145 m²,LB : 230 m²,,Sukmajaya,943
"1,65 Miliar",3,3,LT:106 m²,LB : 88 m²,,Pancoran Mas,943
"3,3 Miliar",4,3,2,LT : 200 m²,LB : 250 m²,Cinere,943
"1,7 Miliar",4,2,LT:135 m²,LB : 130 m²,,Sukmajaya,943
"1,9 Miliar",9,4,LT:103 m²,LB : 300 m²,,Beji,943
"2,05 Miliar",3,3,LT:172 m²,LB : 190 m²,,Pancoran Mas,943
"2,1 Miliar",4,3,LT:126 m²,LB : 200 m²,,Sukmajaya,943
"2,8 Miliar",3,2,LT:235 m²,LB : 138 m²,,Sukmajaya,943
"1,7 Miliar",4,3,LT:128 m²,LB : 150 m²,,Sukmajaya,943
"3,2 Miliar",5,3,LT:120 m²,LB : 271 m²,,Pancoran Mas,943
42 Miliar,4,5,LT:2800 m²,LB : 600 m²,,Pancoran Mas,943
"3,5 Miliar",3,2,LT:220 m²,LB : 160 m²,,Pancoran Mas,943
"1,7 Miliar",4,1,LT:159 m²,LB : 164 m²,,Sawangan,943
5 Miliar,6,4,LT:500 m²,LB : 400 m²,,Sawangan,943
535 Juta,3,2,1,LT : 40 m²,LB : 42 m²,Depok I,944
"8,1 Miliar Total",LT:1402 m²,,,,,Cinere,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Pancoran Mas,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Kelapa Dua,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Margonda,944
"2,3 Miliar Total",LT:511 m²,,,,,Depok I,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Depok I,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Depok I,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Depok I,944
165 Juta,2,1,1,LT : 30 m²,LB : 21 m²,Margonda,944
"2,49 Miliar",3,3,2,LT : 84 m²,LB : 160 m²,Gandul,944
18 Miliar Total,LT:1910 m²,,,,,Beji,944
"5,5 Miliar",7,4,2,LT : 625 m²,LB : 450 m²,Cinere,944
495 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Bojong Sari,944
15 Miliar,5,4,10,LT : 1865 m²,LB : 343 m²,Pangkalan Jati,944
750 Juta,3,1,1,LT : 90 m²,LB : 60 m²,Pancoran Mas,944
650 Juta,3,2,2,LT : 50 m²,LB : 70 m²,Harjamukti,944
"1,79 Miliar",3,2,2,LT : 267 m²,LB : 240 m²,Cimanggis,944
"1,76 Miliar",4,2,2,LT : 257 m²,LB : 311 m²,Depok I,944
"3,2 Miliar",3,3,1,LT : 218 m²,LB : 235 m²,Cinere,944
900 Juta,4,4,1,LT : 162 m²,LB : 200 m²,Cilodong,945
650 Juta,2,1,LT:90 m²,LB : 30 m²,,Tapos,945
"2,3 Miliar Total",3,LT:74 m²,LB:139 m²,,,Sawangan,945
152 Miliar Total,2,10,LT:25077 m²,LB : 9636 m²,,Cimanggis,945
300 Juta,2,1,LT:66 m²,LB : 38 m²,,Cimanggis,945
"1,2 Miliar",2,2,LT:120 m²,LB : 200 m²,,Cinere,945
875 Juta,2,1,1,LT : 81 m²,LB : 60 m²,Sawangan,945
145 Juta,LB:17 m²,,,,,Margonda,945
700 Juta,2,1,1,LT : 70 m²,LB : 36 m²,Cimanggis,945
"8,5 Miliar Total",LT:1084 m²,,,,,Sukmajaya,945
325 Juta,1,1,LB:23 m²,,,Depok I,945
"5,75 Miliar",7,5,2,LT : 400 m²,LB : 600 m²,Cibubur,945
597 Juta,3,2,1,LT : 30 m²,LB : 45 m²,Limo,945
625 Juta,2,1,1,LT : 90 m²,LB : 60 m²,Sukmajaya,945
"11,4 Miliar Total",LT:1515 m²,,,,,Cinere,945
"4,2 Miliar",7,4,3,LT : 336 m²,LB : 196 m²,Cinere,945
"1,3 Miliar",3,2,1,LT : 85 m²,LB : 90 m²,Sukmajaya,945
690 Juta,3,2,1,LT : 56 m²,LB : 71 m²,Sawangan,945
657 Juta,2,1,1,LT : 68 m²,LB : 38 m²,Cipayung,945
3 Miliar,3,3,1,LT : 300 m²,LB : 200 m²,Cinere,945
"1,25 Miliar",LT:64 m²,LB:120 m²,,,,Tanah Baru,946
750 Juta,2,2,LT:40 m²,LB : 60 m²,,Beji,946
"1,45 Miliar",3,3,1,LT : 76 m²,LB : 100 m²,Kukusan,946
23 Miliar Total,6,15,LT:1710 m²,LB : 1428 m²,,Depok II,946
"2,9 Miliar",4,4,2,LT : 150 m²,LB : 150 m²,Beji,946
"1,4 Miliar Total",LT:172 m²,,,,,Beji,946
"1,45 Miliar",3,3,1,LT : 76 m²,LB : 100 m²,Kukusan,946
800 Juta,2,2,LT:110 m²,LB : 90 m²,,Pancoran Mas,946
950 Juta,3,2,LT:50 m²,LB : 45 m²,,Kelapa Dua,946
950 Juta,3,2,LT:50 m²,LB : 45 m²,,Kelapa Dua,946
944 Juta,3,2,LT:57 m²,LB : 61 m²,,Cisalak,946
7 Miliar,6,4,2,LT : 565 m²,LB : 600 m²,Cinere,946
"8,3 Miliar Total",LT:1660 m²,,,,,Depok I,946
"1,25 Miliar",3,2,2,LT : 67 m²,LB : 94 m²,Cilodong,946
"6,9 Miliar",5,6,1,LT : 489 m²,LB : 222 m²,Cinere,946
1 Miliar,4,2,1,LT : 236 m²,LB : 136 m²,Mekarsari,946
9 Miliar Total,LT:1092 m²,,,,,Cinere,946
"4,3 Miliar",6,5,4,LT : 160 m²,LB : 222 m²,Sawangan,946
555 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Limo,946
"1,2 Miliar",4,2,LT:74 m²,LB : 71 m²,,Cinere,946
"3,75 Miliar",4,2,3,LT : 719 m²,LB : 250 m²,Krukut,947
"1,3 Miliar",3,3,2,LT : 78 m²,LB : 78 m²,Bojong Sari,947
"5,7 Miliar Total",LT:1035 m²,,,,,Cinere,947
"13,5 Miliar",3,4,LT:767 m²,LB : 300 m²,,Cinere,947
"4,99 Miliar",4,3,LT:200 m²,LB : 288 m²,,Margonda,947
"1,27 Miliar",3,2,1,LT : 160 m²,LB : 228 m²,Sawangan,947
"1,3 Miliar Total",LT:200 m²,,,,,Beji,947
970 Juta,3,3,2,LT : 72 m²,LB : 56 m²,Cimanggis,947
360 Juta Total,LT:120 m²,,,,,Sawangan,947
7 Miliar,5,4,LT:160 m²,LB : 280 m²,,Pancoran Mas,947
"4,5 Miliar",7,5,2,LT : 200 m²,LB : 400 m²,Cibubur,947
950 Juta,2,2,1,LT : 96 m²,LB : 96 m²,Sukatani,947
850 Juta,2,1,LT:50 m²,LB : 88 m²,,Limo,947
185 Juta,2,1,1,LT : 40 m²,LB : 40 m²,Depok I,947
250 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Cipayung,947
743 Juta,2,2,1,LT : 76 m²,LB : 55 m²,Sawangan,947
8 Miliar,5,4,LT:519 m²,LB : 433 m²,,Depok I,947
"19,5 Miliar Total",LT:1332 m²,,,,,Pangkalan Jati,947
600 Juta,2,1,1,LT : 72 m²,LB : 36 m²,Cilodong,947
"2,2 Miliar",3,2,2,LT : 132 m²,LB : 150 m²,Limo,947
2 Miliar,3,3,3,LT : 238 m²,LB : 238 m²,Cinere,948
"5,3 Miliar Total",LT:703 m²,,,,,Tanah Baru,948
295 Juta,3,2,1,LT : 50 m²,LB : 55 m²,Citayam,948
160 Juta,2,1,1,LT : 33 m²,LB : 33 m²,Depok I,948
"13,5 Miliar Total",3,LT:493 m²,LB:1504 m²,,,Pancoran Mas,948
"2,59 Miliar",4,4,3,LT : 79 m²,LB : 200 m²,Cinere,948
"7,6 Miliar Total",LT:3300 m²,,,,,Bojong Sari,948
33 Miliar Total,LT:6000 m²,,,,,Limo,948
600 Juta,3,2,2,LT : 50 m²,LB : 60 m²,Kelapa Dua,948
795 Juta,2,1,LT:84 m²,LB : 60 m²,,Cimanggis,948
"3,5 Miliar",4,2,4,LT : 520 m²,LB : 100 m²,Cimanggis,948
"4,7 Miliar Total",LT:375 m²,,,,,Cinere,948
"2,95 Miliar",5,3,2,LT : 479 m²,LB : 320 m²,Sawangan,948
"9,3 Miliar Total",LT:772 m²,,,,,Cinere,948
"3,04 Miliar Total",LT:320 m²,,,,,Pancoran Mas,948
990 Juta,4,4,1,LT : 144 m²,LB : 170 m²,Pancoran Mas,948
950 Juta,3,3,1,LT : 60 m²,LB : 80 m²,Cilodong,948
560 Juta,2,1,1,LT : 84 m²,LB : 48 m²,Cinere,948
18 Miliar Total,LT:15000 m²,,,,,Sawangan,948
"1,2 Miliar",3,2,1,LT : 72 m²,LB : 100 m²,Krukut,948
151 Miliar Total,1,LT:25077 m²,LB:25077 m²,,,Tapos,949
"1,2 Miliar",3,2,1,LT : 72 m²,LB : 100 m²,Limo,949
"1,2 Miliar",3,2,1,LT : 72 m²,LB : 100 m²,Pancoran Mas,949
"1,2 Miliar",3,2,1,LT : 72 m²,LB : 100 m²,Krukut,949
"4,7 Miliar Total",LT:375 m²,,,,,Cinere,949
769 Juta,3,2,1,LT : 60 m²,LB : 60 m²,Cinere,949
900 Juta,6,6,1,LT : 90 m²,LB : 250 m²,Beji,949
"2,5 Miliar",10,10,1,LT : 60 m²,LB : 120 m²,Margonda,949
2 Miliar,3,3,2,LT : 116 m²,LB : 175 m²,Sukmajaya,949
950 Juta,2,1,1,LT : 120 m²,LB : 54 m²,Sawangan,949
480 Juta,1,1,LB:30 m²,,,Margonda,949
4 Miliar,4,3,1,LT : 170 m²,LB : 127 m²,Sukmajaya,949
"1,4 Miliar",3,2,1,LT : 118 m²,LB : 180 m²,Depok I,949
500 Juta,2,1,1,LT : 68 m²,LB : 37 m²,Citayam,949
830 Juta,2,2,1,LT : 45 m²,LB : 72 m²,Sukatani,949
"1,15 Miliar",3,2,LT:86 m²,LB : 100 m²,,Cimanggis,949
"1,29 Miliar",3,2,1,LT : 133 m²,LB : 150 m²,Cilodong,949
915 Juta,3,2,1,LT : 50 m²,LB : 72 m²,Cimanggis,949
600 Juta,2,2,1,LT : 50 m²,LB : 50 m²,Sawangan,949
700 Juta,2,1,1,LT : 60 m²,LB : 55 m²,Sawangan,949
835 Juta,3,3,2,LT : 64 m²,LB : 70 m²,Cipayung,950
"1,15 Miliar",3,3,1,LT : 61 m²,LB : 120 m²,Kukusan,950
"1,15 Miliar",3,3,1,LT : 133 m²,LB : 150 m²,Sukmajaya,950
"2,22 Miliar",3,1,LT:371 m²,LB : 200 m²,,Kukusan,950
19 Miliar Total,3,10,LT:1707 m²,LB : 1428 m²,,Beji,950
340 Juta,2,1,1,LT : 55 m²,LB : 36 m²,Cinangka,950
995 Juta,3,2,1,LT : 100 m²,LB : 90 m²,Pancoran Mas,950
350 Juta,2,1,1,LT : 40 m²,LB : 30 m²,Cilodong,950
640 Juta,2,1,1,LT : 70 m²,LB : 39 m²,Depok I,950
5 Miliar,5,4,2,LT : 600 m²,LB : 400 m²,Cinere,950
"1,7 Miliar Total",LT:200 m²,,,,,Harjamukti,950
950 Juta,LT:271 m²,LB:104 m²,,,,Bojong Sari,950
"5,5 Miliar",5,3,2,LT : 500 m²,LB : 650 m²,Beji,950
"1,25 Miliar",3,2,1,LT : 64 m²,LB : 110 m²,Tanah Baru,950
900 Juta,1,LT:84 m²,LB:150 m²,,,Cilodong,950
500 Juta,LT:36 m²,LB:36 m²,,,,Beji,950
900 Juta,2,1,1,LT : 82 m²,LB : 50 m²,Limo,950
850 Juta,4,3,2,LT : 161 m²,LB : 85 m²,Cilodong,950
850 Juta,3,2,1,LT : 55 m²,LB : 80 m²,Rangkapanjaya,950
"2,3 Miliar Total",3,LT:74 m²,LB:130 m²,,,Sawangan,950
"2,5 Miliar",3,3,1,LT : 130 m²,LB : 180 m²,Harjamukti,951
700 Juta,4,2,2,LT : 140 m²,LB : 180 m²,Cinere,951
3 Miliar Total,LT:400 m²,,,,,Cinere,951
"5,6 Miliar",6,4,2,LT : 341 m²,LB : 250 m²,Cinere,951
"5,7 Miliar Total",LT:570 m²,,,,,Limo,951
"1,2 Miliar",4,2,LT:74 m²,LB : 71 m²,,Cinere,951
"3,75 Miliar",3,1,LT:536 m²,LB : 200 m²,,Pancoran Mas,951
630 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Depok I,951
81 Miliar Total,LT:27000 m²,,,,,Sawangan,951
"5,7 Miliar Total",3,LT:105 m²,LB:300 m²,,,Cinere,951
750 Juta,2,1,1,LT : 78 m²,LB : 45 m²,Tanah Baru,951
"2,25 Miliar",3,2,1,LT : 160 m²,LB : 200 m²,Cinere,951
"4,75 Miliar",4,4,2,LT : 450 m²,LB : 450 m²,Cinere,951
3 Miliar,3,3,1,LT : 300 m²,LB : 200 m²,Cinere,951
"3,36 Miliar",3,3,LT:153 m²,LB : 165 m²,,Cimanggis,951
"1,1 Miliar",3,3,1,LT : 63 m²,LB : 100 m²,Tanah Baru,951
"2,69 Miliar",3,3,LT:119 m²,LB : 128 m²,,Cimanggis,951
"2,5 Miliar Total",1,LT:67 m²,LB:150 m²,,,Cimanggis,951
"2,6 Miliar",3,3,LT:275 m²,LB : 200 m²,,Gandul,951
"1,98 Miliar",2,2,LT:85 m²,LB : 89 m²,,Cimanggis,951
"1,3 Miliar",3,2,1,LT : 215 m²,LB : 185 m²,Limo,952
"1,6 Miliar",5,3,1,LT : 214 m²,LB : 180 m²,Cilodong,952
650 Juta,2,1,1,LT : 76 m²,LB : 52 m²,Pancoran Mas,952
950 Juta,4,2,1,LT : 80 m²,LB : 110 m²,Krukut,952
975 Juta,3,2,1,LT : 71 m²,LB : 100 m²,Krukut,952
"1,04 Miliar",3,3,2,LT : 66 m²,LB : 100 m²,Krukut,952
"1,27 Miliar",3,2,2,LT : 91 m²,LB : 135 m²,Krukut,952
